Latitude (decimal degrees):	50.763
Longitude (decimal degrees):	6.074
Elevation (m):	190
Radiation database:	PVGIS-SARAH2


Slope: 42 deg. (optimum)
Azimuth: -3 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	20.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20200807:1310,13373.8,929.21,51.31,31.61,1.45,0.0
20200807:1410,11113.0,758.33,44.56,31.97,1.38,0.0
20200807:1510,8566.8,578.6,36.15,32.09,1.38,0.0
20200807:1610,5085.2,357.35,26.93,31.98,1.59,0.0
20200807:1710,1566.8,145.05,17.46,31.6,1.72,0.0
20200807:1810,430.2,42.32,8.15,30.52,1.59,0.0
20200807:1910,0.0,0.0,0.0,28.45,2.0,0.0
20200807:2010,0.0,0.0,0.0,26.23,2.0,0.0
20200807:2110,0.0,0.0,0.0,24.14,1.79,0.0
20200807:2210,0.0,0.0,0.0,22.36,1.79,0.0
20200807:2310,0.0,0.0,0.0,20.99,1.93,0.0
20200808:0010,0.0,0.0,0.0,20.02,1.93,0.0
20200808:0110,0.0,0.0,0.0,19.38,2.0,0.0
20200808:0210,0.0,0.0,0.0,18.91,2.0,0.0
20200808:0310,0.0,0.0,0.0,18.55,2.0,0.0
20200808:0410,0.0,0.0,0.0,18.23,2.0,0.0
20200808:0510,423.0,39.83,7.81,18.22,1.86,0.0
20200808:0610,2249.8,178.13,17.12,21.29,1.1,0.0
20200808:0710,5876.0,396.42,26.59,26.83,0.76,0.0
20200808:0810,9090.2,616.9,35.81,29.26,0.07,0.0
20200808:0910,11509.8,788.28,44.22,30.73,0.97,0.0
20200808:1010,13144.0,919.78,50.97,31.78,1.1,0.0
20200808:1110,13557.0,963.98,54.9,32.48,0.9,0.0
20200808:1210,13247.0,944.16,54.92,33.16,0.83,0.0
20200808:1310,12812.0,904.06,51.04,33.61,1.03,0.0
20200808:1410,10901.2,751.96,44.31,33.59,1.17,0.0
20200808:1510,8161.4,555.87,35.91,33.81,1.31,0.0
20200808:1610,4873.6,344.54,26.7,33.61,1.72,0.0
20200808:1710,1625.0,141.81,17.23,33.04,2.21,0.0
20200808:1810,415.8,41.49,7.91,31.92,2.41,0.0
20200808:1910,0.0,0.0,0.0,30.25,2.69,0.0
20200808:2010,0.0,0.0,0.0,28.87,2.55,0.0
20200808:2110,0.0,0.0,0.0,27.52,2.55,0.0
20200808:2210,0.0,0.0,0.0,26.33,2.48,0.0
20200808:2310,0.0,0.0,0.0,25.17,2.14,0.0
20200809:0010,0.0,0.0,0.0,23.91,1.59,0.0
20200809:0110,0.0,0.0,0.0,23.64,0.97,0.0
20200809:0210,0.0,0.0,0.0,24.35,0.69,0.0
20200809:0310,0.0,0.0,0.0,23.94,0.41,0.0
20200809:0410,0.0,0.0,0.0,21.95,1.17,0.0
20200809:0510,380.6,37.34,7.61,21.02,1.38,0.0
20200809:0610,1626.2,121.58,16.93,23.34,1.72,0.0
20200809:0710,4708.4,312.18,26.4,25.22,2.21,0.0
20200809:0810,7771.0,507.39,35.6,27.24,1.79,0.0
20200809:0910,6251.6,411.74,43.99,28.75,2.0,0.0
20200809:1010,10885.4,733.82,50.72,30.48,1.72,0.0
20200809:1110,6505.4,438.72,54.62,31.79,1.17,0.0
20200809:1210,891.8,74.58,54.64,32.57,0.69,0.0
20200809:1310,1088.0,87.16,50.76,31.95,2.69,0.0
20200809:1410,5995.8,397.22,44.05,30.34,2.55,0.0
20200809:1510,1760.6,130.28,35.67,30.25,0.28,0.0
20200809:1610,3909.0,271.23,26.46,30.54,1.66,0.0
20200809:1710,370.0,37.74,16.99,29.14,2.69,0.0
20200809:1810,354.8,36.51,7.67,28.17,2.34,0.0
20200809:1910,0.0,0.0,0.0,27.0,1.66,0.0
20200809:2010,0.0,0.0,0.0,25.63,1.66,0.0
20200809:2110,0.0,0.0,0.0,24.37,1.52,0.0
20200809:2210,0.0,0.0,0.0,22.96,1.38,0.0
20200809:2310,0.0,0.0,0.0,22.09,1.52,0.0
20200810:0010,0.0,0.0,0.0,21.55,1.66,0.0
20200810:0110,0.0,0.0,0.0,21.03,1.86,0.0
20200810:0210,0.0,0.0,0.0,20.52,1.93,0.0
20200810:0310,0.0,0.0,0.0,20.15,1.93,0.0
20200810:0410,0.0,0.0,0.0,19.77,1.93,0.0
20200810:0510,395.6,38.17,7.4,19.61,1.72,0.0
20200810:0610,2175.8,170.2,16.73,21.88,1.24,0.0
20200810:0710,5737.2,382.22,26.2,25.36,1.31,0.0
20200810:0810,9026.0,599.67,35.4,27.42,0.69,0.0
20200810:0910,11538.8,782.73,43.77,29.02,0.97,0.0
20200810:1010,13034.8,900.89,50.47,30.13,1.17,0.0
20200810:1110,13873.8,978.02,54.34,30.82,0.97,0.0
20200810:1210,7272.6,491.7,54.34,31.2,0.69,0.0
20200810:1310,6961.8,468.37,50.48,30.98,0.9,0.0
20200810:1410,8509.8,572.0,43.78,30.62,0.97,0.0
20200810:1510,4595.0,311.16,35.42,30.47,0.83,0.0
20200810:1610,3540.2,246.94,26.22,30.27,0.76,0.0
20200810:1710,1453.4,114.05,16.75,30.0,1.45,0.0
20200810:1810,18.0,8.3,7.42,29.02,2.07,0.0
20200810:1910,0.0,0.0,0.0,28.2,1.38,0.0
20200810:2010,0.0,0.0,0.0,26.23,1.79,0.0
20200810:2110,0.0,0.0,0.0,24.95,1.93,0.0
20200810:2210,0.0,0.0,0.0,23.77,1.72,0.0
20200810:2310,0.0,0.0,0.0,22.85,1.93,0.0
20200811:0010,0.0,0.0,0.0,22.58,2.34,0.0
20200811:0110,0.0,0.0,0.0,22.66,2.21,0.0
20200811:0210,0.0,0.0,0.0,22.26,1.93,0.0
20200811:0310,0.0,0.0,0.0,21.57,2.0,0.0
20200811:0410,0.0,0.0,0.0,21.06,2.07,0.0
20200811:0510,275.8,29.88,7.2,21.09,2.21,0.0
20200811:0610,1915.0,144.68,16.53,22.98,2.07,0.0
20200811:0710,4960.4,327.76,26.0,24.13,1.66,0.0
20200811:0810,8008.6,516.97,35.19,24.66,1.66,0.0
20200811:0910,10172.4,676.86,43.54,25.13,0.34,0.0
20200811:1010,5479.8,363.54,50.21,26.64,0.41,0.0
20200811:1110,10890.8,733.13,54.05,28.54,1.24,0.0
20200811:1210,11314.0,749.96,54.05,28.77,2.62,0.0
20200811:1310,7173.0,469.99,50.2,29.46,3.24,0.0
20200811:1410,4897.6,326.82,43.52,29.93,2.41,0.0
20200811:1510,1630.8,121.3,35.16,29.76,1.66,0.0
20200811:1610,867.0,71.88,25.97,29.41,1.45,0.0
20200811:1710,1312.8,103.12,16.51,29.38,1.45,0.0
20200811:1810,365.8,37.34,7.17,28.48,2.41,0.0
20200811:1910,0.0,0.0,0.0,25.64,2.55,0.0
20200811:2010,0.0,0.0,0.0,23.76,3.45,0.0
20200811:2110,0.0,0.0,0.0,22.63,3.86,0.0
20200811:2210,0.0,0.0,0.0,22.33,3.45,0.0
20200811:2310,0.0,0.0,0.0,22.23,2.9,0.0
20200812:0010,0.0,0.0,0.0,22.1,2.97,0.0
20200812:0110,0.0,0.0,0.0,21.99,2.83,0.0
20200812:0210,0.0,0.0,0.0,21.71,2.48,0.0
20200812:0310,0.0,0.0,0.0,21.3,2.41,0.0
20200812:0410,0.0,0.0,0.0,20.98,2.48,0.0
20200812:0510,322.0,33.2,7.0,20.99,2.48,0.0
20200812:0610,2096.0,161.87,16.34,22.36,2.28,0.0
20200812:0710,5561.2,365.59,25.8,23.27,1.66,0.0
20200812:0810,9159.2,591.8,34.98,25.25,2.07,0.0
20200812:0910,11935.8,783.76,43.31,27.0,2.48,0.0
20200812:1010,13612.0,914.33,49.95,28.59,2.48,0.0
20200812:1110,14394.0,979.25,53.77,30.03,2.69,0.0
20200812:1210,10849.8,726.79,53.75,31.03,2.55,0.0
20200812:1310,1021.2,82.66,49.91,31.55,2.34,0.0
20200812:1410,579.2,53.01,43.24,31.75,1.79,0.0
20200812:1510,489.6,46.72,34.9,31.59,1.31,0.0
20200812:1610,887.0,73.68,25.72,30.94,1.45,0.0
20200812:1710,1434.6,112.36,16.26,28.77,1.59,0.0
20200812:1810,291.2,31.54,6.92,25.58,1.79,0.0
20200812:1910,0.0,0.0,0.0,26.79,1.59,0.0
20200812:2010,0.0,0.0,0.0,25.44,1.72,0.0
20200812:2110,0.0,0.0,0.0,24.33,1.79,0.0
20200812:2210,0.0,0.0,0.0,23.52,1.79,0.0
20200812:2310,0.0,0.0,0.0,22.84,1.86,0.0
20200813:0010,0.0,0.0,0.0,22.46,1.93,0.0
20200813:0110,0.0,0.0,0.0,21.92,2.0,0.0
20200813:0210,0.0,0.0,0.0,21.52,2.0,0.0
20200813:0310,0.0,0.0,0.0,21.26,2.07,0.0
20200813:0410,0.0,0.0,0.0,21.24,2.14,0.0
20200813:0510,0.0,4.98,6.79,21.39,2.14,0.0
20200813:0610,2110.8,165.99,16.14,22.99,2.41,0.0
20200813:0710,5261.8,346.62,25.6,23.67,1.66,0.0
20200813:0810,8921.4,573.13,34.77,25.34,2.69,0.0
20200813:0910,11903.2,769.26,43.07,26.21,3.52,0.0
20200813:1010,12472.8,823.65,49.69,26.64,2.41,0.0
20200813:1110,11500.2,769.9,53.47,27.36,1.45,0.0
20200813:1210,13314.4,890.0,53.44,28.79,2.9,0.0
20200813:1310,10369.4,680.51,49.61,29.52,3.45,0.0
20200813:1410,10306.8,672.05,42.96,28.23,3.1,0.0
20200813:1510,8120.8,536.3,34.64,27.59,1.17,0.0
20200813:1610,3370.0,232.69,25.47,27.64,0.9,0.0
20200813:1710,1433.0,132.24,16.0,27.76,1.79,0.0
20200813:1810,290.8,31.54,6.66,25.83,1.38,0.0
20200813:1910,0.0,0.0,0.0,25.29,1.93,0.0
20200813:2010,0.0,0.0,0.0,23.46,0.76,0.0
20200813:2110,0.0,0.0,0.0,22.4,1.17,0.0
20200813:2210,0.0,0.0,0.0,21.72,1.66,0.0
20200813:2310,0.0,0.0,0.0,21.42,1.79,0.0
20200814:0010,0.0,0.0,0.0,21.34,2.14,0.0
20200814:0110,0.0,0.0,0.0,21.07,2.48,0.0
20200814:0210,0.0,0.0,0.0,20.82,2.55,0.0
20200814:0310,0.0,0.0,0.0,20.19,2.48,0.0
20200814:0410,0.0,0.0,0.0,19.77,2.41,0.0
20200814:0510,43.2,10.79,6.58,19.56,2.28,0.0
20200814:0610,809.4,65.59,15.93,20.48,2.07,0.0
20200814:0710,4064.2,265.1,25.4,21.36,3.24,0.0
20200814:0810,7761.6,488.76,34.55,22.5,3.59,0.0
20200814:0910,8367.6,529.75,42.84,23.63,3.59,0.0
20200814:1010,8867.8,564.74,49.42,24.29,3.52,0.0
20200814:1110,9818.6,631.16,53.18,25.07,3.17,0.0
20200814:1210,12971.8,848.07,53.14,25.72,3.17,0.0
20200814:1310,11821.0,767.03,49.31,26.17,3.38,0.0
20200814:1410,8040.2,513.67,42.68,25.54,3.72,0.0
20200814:1510,7660.4,488.53,34.37,24.5,3.59,0.0
20200814:1610,4476.6,300.26,25.2,24.24,3.1,0.0
20200814:1710,1540.4,122.35,15.74,23.94,2.9,0.0
20200814:1810,306.0,32.37,6.39,23.55,1.93,0.0
20200814:1910,0.0,0.0,0.0,22.7,1.72,0.0
20200814:2010,0.0,0.0,0.0,21.75,1.52,0.0
20200814:2110,0.0,0.0,0.0,20.69,1.17,0.0
20200814:2210,0.0,0.0,0.0,20.02,0.83,0.0
20200814:2310,0.0,0.0,0.0,20.42,0.48,0.0
20200815:0010,0.0,0.0,0.0,20.02,0.48,0.0
20200815:0110,0.0,0.0,0.0,18.78,0.9,0.0
20200815:0210,0.0,0.0,0.0,18.09,0.97,0.0
20200815:0310,0.0,0.0,0.0,17.8,0.9,0.0
20200815:0410,0.0,0.0,0.0,18.05,0.69,0.0
20200815:0510,212.4,24.9,6.37,18.12,0.48,0.0
20200815:0610,991.0,77.04,15.73,18.63,0.28,0.0
20200815:0710,2447.6,166.07,25.19,19.8,1.03,0.0
20200815:0810,5117.6,328.99,34.34,20.8,0.76,0.0
20200815:0910,5438.8,351.94,42.6,22.21,0.62,0.0
20200815:1010,2444.0,168.02,49.15,22.97,0.83,0.0
20200815:1110,835.2,68.29,52.88,24.15,1.38,0.0
20200815:1210,1785.8,128.49,52.82,25.08,1.72,0.0
20200815:1310,2013.4,142.86,49.01,25.69,2.0,0.0
20200815:1410,3995.6,265.07,42.39,25.77,2.07,0.0
20200815:1510,1800.0,129.39,34.1,25.21,1.93,0.0
20200815:1610,267.4,29.65,24.94,24.66,1.72,0.0
20200815:1710,1398.8,108.47,15.47,23.02,0.69,0.0
20200815:1810,206.8,24.9,6.12,22.74,0.76,0.0
20200815:1910,0.0,0.0,0.0,20.93,1.59,0.0
20200815:2010,0.0,0.0,0.0,20.18,1.59,0.0
20200815:2110,0.0,0.0,0.0,19.53,1.72,0.0
20200815:2210,0.0,0.0,0.0,19.17,1.72,0.0
20200815:2310,0.0,0.0,0.0,19.03,1.59,0.0
20200816:0010,0.0,0.0,0.0,18.74,1.79,0.0
20200816:0110,0.0,0.0,0.0,18.44,1.59,0.0
20200816:0210,0.0,0.0,0.0,18.0,1.45,0.0
20200816:0310,0.0,0.0,0.0,17.59,1.52,0.0
20200816:0410,0.0,0.0,0.0,17.2,1.52,0.0
20200816:0510,52.6,11.62,6.16,17.04,1.38,0.0
20200816:0610,1603.2,118.81,15.53,18.79,0.97,0.0
20200816:0710,5843.4,380.89,24.98,21.52,1.66,0.0
20200816:0810,9400.2,603.6,34.12,23.23,1.72,0.0
20200816:0910,12094.2,794.49,42.36,24.93,1.72,0.0
20200816:1010,6920.0,450.01,48.88,25.8,1.72,0.0
20200816:1110,2290.2,160.83,52.57,26.62,1.52,0.0
20200816:1210,9473.6,626.95,52.51,27.02,1.24,0.0
20200816:1310,2172.2,153.65,48.7,26.93,1.66,0.0
20200816:1410,1569.6,115.01,42.1,24.96,1.59,0.0
20200816:1510,433.8,41.33,33.82,23.15,2.34,0.0
20200816:1610,1328.0,98.84,24.67,22.16,0.97,0.0
20200816:1710,1453.6,114.23,15.2,22.03,0.41,0.0
20200816:1810,274.2,29.88,5.85,21.93,0.14,0.0
20200816:1910,0.0,0.0,0.0,20.89,1.86,0.0
20200816:2010,0.0,0.0,0.0,20.25,1.31,0.0
20200816:2110,0.0,0.0,0.0,19.32,1.17,0.0
20200816:2210,0.0,0.0,0.0,18.86,1.38,0.0
20200816:2310,0.0,0.0,0.0,18.51,1.24,0.0
20200817:0010,0.0,0.0,0.0,17.93,1.59,0.0
20200817:0110,0.0,0.0,0.0,17.65,1.79,0.0
20200817:0210,0.0,0.0,0.0,17.52,1.93,0.0
20200817:0310,0.0,0.0,0.0,17.5,1.72,0.0
20200817:0410,0.0,0.0,0.0,17.6,1.79,0.0
20200817:0510,202.0,24.07,5.95,17.76,1.93,0.0
20200817:0610,1861.2,138.54,15.32,18.23,1.93,0.0
20200817:0710,2307.0,156.22,24.78,18.46,1.93,0.0
20200817:0810,4875.4,309.19,33.9,19.46,2.55,0.0
20200817:0910,8031.8,503.18,42.11,20.32,2.76,0.0
20200817:1010,13433.0,864.67,48.6,21.23,2.62,0.0
20200817:1110,9557.4,610.13,52.27,22.11,2.21,0.0
20200817:1210,8859.2,567.67,52.19,22.82,2.0,0.0
20200817:1310,4359.2,284.07,48.38,23.15,2.34,0.0
20200817:1410,7223.0,458.83,41.8,23.4,3.17,0.0
20200817:1510,5907.6,376.05,33.53,22.52,3.31,0.0
20200817:1610,1704.0,121.44,24.39,21.65,3.1,0.0
20200817:1710,1454.4,113.86,14.93,21.3,2.69,0.0
20200817:1810,176.8,22.41,5.57,21.0,1.52,0.0
20200817:1910,0.0,0.0,0.0,19.93,1.79,0.0
20200817:2010,0.0,0.0,0.0,19.23,1.72,0.0
20200817:2110,0.0,0.0,0.0,18.27,2.41,0.0
20200817:2210,0.0,0.0,0.0,17.68,2.69,0.0
20200817:2310,0.0,0.0,0.0,17.16,2.41,0.0
20200818:0010,0.0,0.0,0.0,16.91,2.55,0.0
20200818:0110,0.0,0.0,0.0,16.35,2.76,0.0
20200818:0210,0.0,0.0,0.0,16.11,2.76,0.0
20200818:0310,0.0,0.0,0.0,15.9,2.69,0.0
20200818:0410,0.0,0.0,0.0,15.48,2.62,0.0
20200818:0510,250.0,27.39,5.73,15.34,2.55,0.0
20200818:0610,2193.8,169.23,15.11,16.01,3.1,0.0
20200818:0710,6134.2,389.34,24.56,16.99,2.34,0.0
20200818:0810,8510.4,528.41,33.67,18.5,2.69,0.0
20200818:0910,11541.2,723.32,41.87,19.74,3.17,0.0
20200818:1010,12389.6,783.54,48.32,20.9,3.52,0.0
20200818:1110,7679.4,483.42,51.96,21.73,3.66,0.0
20200818:1210,11668.4,738.16,51.86,21.98,3.93,0.0
20200818:1310,5924.4,376.4,48.07,22.44,3.79,0.0
20200818:1410,8935.4,562.84,41.5,22.43,3.52,0.0
20200818:1510,4102.0,266.35,33.25,22.5,3.31,0.0
20200818:1610,2394.2,164.01,24.11,21.96,3.31,0.0
20200818:1710,412.4,39.53,14.65,21.07,2.34,0.0
20200818:1810,221.8,25.73,5.29,19.64,1.86,0.0
20200818:1910,0.0,0.0,0.0,17.82,1.72,0.0
20200818:2010,0.0,0.0,0.0,17.19,1.24,0.0
20200818:2110,0.0,0.0,0.0,16.63,1.52,0.0
20200818:2210,0.0,0.0,0.0,15.99,1.72,0.0
20200818:2310,0.0,0.0,0.0,15.39,1.93,0.0
20200819:0010,0.0,0.0,0.0,15.13,2.07,0.0
20200819:0110,0.0,0.0,0.0,14.94,2.07,0.0
20200819:0210,0.0,0.0,0.0,14.67,2.14,0.0
20200819:0310,0.0,0.0,0.0,14.67,2.21,0.0
20200819:0410,0.0,0.0,0.0,14.66,2.21,0.0
20200819:0510,80.8,14.11,5.52,14.67,2.28,0.0
20200819:0610,2017.6,152.4,14.9,16.09,1.93,0.0
20200819:0710,5535.0,354.22,24.35,18.28,2.0,0.0
20200819:0810,8521.8,535.15,33.45,20.44,2.41,0.0
20200819:0910,9987.2,630.21,41.62,21.95,3.1,0.0
20200819:1010,10548.6,667.57,48.04,22.96,3.86,0.0
20200819:1110,9403.6,595.85,51.64,23.15,3.66,0.0
20200819:1210,12183.6,779.64,51.53,23.99,4.0,0.0
20200819:1310,8503.4,541.45,47.75,24.68,3.79,0.0
20200819:1410,9251.4,591.59,41.2,24.99,3.17,0.0
20200819:1510,6770.0,435.14,32.95,25.57,3.45,0.0
20200819:1610,3332.4,226.97,23.83,25.15,2.28,0.0
20200819:1710,1351.0,118.5,14.37,24.77,2.21,0.0
20200819:1810,113.6,17.43,5.0,23.54,2.55,0.0
20200819:1910,0.0,0.0,0.0,21.94,2.28,0.0
20200819:2010,0.0,0.0,0.0,21.04,3.1,0.0
20200819:2110,0.0,0.0,0.0,20.54,4.14,0.0
20200819:2210,0.0,0.0,0.0,20.09,4.28,0.0
20200819:2310,0.0,0.0,0.0,19.55,3.93,0.0
20200820:0010,0.0,0.0,0.0,19.4,4.48,0.0
20200820:0110,0.0,0.0,0.0,19.45,4.76,0.0
20200820:0210,0.0,0.0,0.0,19.14,4.76,0.0
20200820:0310,0.0,0.0,0.0,18.9,4.69,0.0
20200820:0410,0.0,0.0,0.0,18.77,4.21,0.0
20200820:0510,137.4,19.09,5.3,18.72,3.79,0.0
20200820:0610,442.6,41.33,14.69,19.49,3.31,0.0
20200820:0710,3628.8,238.22,24.14,20.99,2.83,0.0
20200820:0810,3741.6,244.4,33.22,22.29,2.97,0.0
20200820:0910,11276.2,723.19,41.37,23.47,2.62,0.0
20200820:1010,11313.8,737.34,47.76,24.84,2.14,0.0
20200820:1110,13580.0,897.08,51.33,26.17,2.83,0.0
20200820:1210,14321.6,947.72,51.2,27.84,3.72,0.0
20200820:1310,7324.0,476.42,47.42,29.14,4.07,0.0
20200820:1410,5791.8,379.98,40.89,29.73,4.07,0.0
20200820:1510,4293.4,287.13,32.66,29.61,3.24,0.0
20200820:1610,1898.8,138.19,23.54,29.53,2.97,0.0
20200820:1710,962.2,79.15,14.08,28.85,3.03,0.0
20200820:1810,0.0,3.32,4.71,27.27,3.1,0.0
20200820:1910,0.0,0.0,0.0,26.55,3.24,0.0
20200820:2010,0.0,0.0,0.0,26.19,3.45,0.0
20200820:2110,0.0,0.0,0.0,25.91,3.79,0.0
20200820:2210,0.0,0.0,0.0,25.48,4.14,0.0
20200820:2310,0.0,0.0,0.0,25.23,4.0,0.0
20200821:0010,0.0,0.0,0.0,24.91,4.28,0.0
20200821:0110,0.0,0.0,0.0,24.57,4.55,0.0
20200821:0210,0.0,0.0,0.0,24.14,3.93,0.0
20200821:0310,0.0,0.0,0.0,23.54,3.38,0.0
20200821:0410,0.0,0.0,0.0,23.33,3.38,0.0
20200821:0510,114.2,17.43,5.08,22.86,3.45,0.0
20200821:0610,705.6,59.3,14.48,22.3,3.31,0.0
20200821:0710,1241.8,92.55,23.92,20.44,3.03,0.0
20200821:0810,1504.6,108.72,32.99,20.51,2.62,0.0
20200821:0910,6355.0,401.58,41.11,21.62,2.97,0.0
20200821:1010,13802.6,884.07,47.47,23.73,4.28,0.0
20200821:1110,8330.2,526.64,51.01,24.63,5.31,0.0
20200821:1210,8163.8,517.67,50.87,25.09,5.17,0.0
20200821:1310,2848.2,193.18,47.09,25.78,5.38,0.0
20200821:1410,11076.6,702.96,40.57,25.95,5.31,0.0
20200821:1510,644.2,55.71,32.36,24.36,5.03,0.0
20200821:1610,4723.8,318.87,23.24,24.28,4.34,0.0
20200821:1710,1240.4,114.02,13.79,24.37,4.62,0.0
20200821:1810,26.4,9.13,4.41,23.68,4.0,0.0
20200821:1910,0.0,0.0,0.0,23.42,3.86,0.0
20200821:2010,0.0,0.0,0.0,22.38,3.52,0.0
20200821:2110,0.0,0.0,0.0,21.38,3.38,0.0
20200821:2210,0.0,0.0,0.0,20.6,3.31,0.0
20200821:2310,0.0,0.0,0.0,20.09,3.31,0.0
20200822:0010,0.0,0.0,0.0,19.53,3.38,0.0
20200822:0110,0.0,0.0,0.0,19.1,3.52,0.0
20200822:0210,0.0,0.0,0.0,18.8,3.72,0.0
20200822:0310,0.0,0.0,0.0,18.43,3.79,0.0
20200822:0410,0.0,0.0,0.0,18.0,3.79,0.0
20200822:0510,70.0,13.28,4.87,17.5,3.79,0.0
20200822:0610,709.6,58.4,14.27,17.44,4.0,0.0
20200822:0710,6203.2,390.88,23.71,18.21,5.31,0.0
20200822:0810,10116.0,618.48,32.76,18.94,5.72,0.0
20200822:0910,9106.4,558.81,40.86,19.77,6.0,0.0
20200822:1010,9261.4,570.74,47.18,20.69,6.55,0.0
20200822:1110,8077.4,500.29,50.68,21.4,7.03,0.0
20200822:1210,5060.6,320.94,50.53,21.96,7.03,0.0
20200822:1310,1293.6,96.14,46.76,22.14,6.9,0.0
20200822:1410,7367.0,457.64,40.25,21.75,6.48,0.0
20200822:1510,3815.2,246.31,32.05,21.42,6.34,0.0
20200822:1610,1361.0,99.73,22.95,20.72,5.93,0.0
20200822:1710,690.2,57.98,13.49,20.14,4.9,0.0
20200822:1810,6.4,6.64,4.11,19.53,4.21,0.0
20200822:1910,0.0,0.0,0.0,18.94,4.14,0.0
20200822:2010,0.0,0.0,0.0,18.61,4.07,0.0
20200822:2110,0.0,0.0,0.0,18.1,4.0,0.0
20200822:2210,0.0,0.0,0.0,17.54,3.86,0.0
20200822:2310,0.0,0.0,0.0,17.09,3.66,0.0
20200823:0010,0.0,0.0,0.0,16.48,3.45,0.0
20200823:0110,0.0,0.0,0.0,16.34,3.52,0.0
20200823:0210,0.0,0.0,0.0,16.12,4.07,0.0
20200823:0310,0.0,0.0,0.0,15.87,4.21,0.0
20200823:0410,0.0,0.0,0.0,15.55,4.34,0.0
20200823:0510,140.2,19.09,4.65,15.34,4.48,0.0
20200823:0610,1108.0,83.6,14.05,15.21,4.48,0.0
20200823:0710,3296.8,211.3,23.49,15.35,5.59,0.0
20200823:0810,4128.2,258.45,32.53,16.36,6.69,0.0
20200823:0910,3164.8,204.16,40.6,17.25,6.69,0.0
20200823:1010,2840.0,185.99,46.89,18.04,6.48,0.0
20200823:1110,3502.4,225.2,50.36,18.45,6.28,0.0
20200823:1210,1955.8,134.78,50.19,19.31,6.34,0.0
20200823:1310,11714.2,720.09,46.42,19.37,6.0,0.0
20200823:1410,8627.0,528.8,39.93,19.29,5.86,0.0
20200823:1510,5678.6,353.34,31.74,19.12,5.93,0.0
20200823:1610,3493.6,229.54,22.65,18.84,5.24,0.0
20200823:1710,988.0,77.39,13.19,18.1,3.93,0.0
20200823:1810,0.0,4.15,3.81,17.55,4.0,0.0
20200823:1910,0.0,0.0,0.0,15.59,4.07,0.0
20200823:2010,0.0,0.0,0.0,15.05,3.93,0.0
20200823:2110,0.0,0.0,0.0,14.63,3.52,0.0
20200823:2210,0.0,0.0,0.0,14.46,3.52,0.0
20200823:2310,0.0,0.0,0.0,14.65,3.59,0.0
20200824:0010,0.0,0.0,0.0,14.58,3.66,0.0
20200824:0110,0.0,0.0,0.0,14.47,3.86,0.0
20200824:0210,0.0,0.0,0.0,14.12,3.93,0.0
20200824:0310,0.0,0.0,0.0,13.77,4.0,0.0
20200824:0410,0.0,0.0,0.0,13.24,4.0,0.0
20200824:0510,0.0,2.49,4.43,12.87,3.93,0.0
20200824:0610,1718.6,126.17,13.84,13.09,3.79,0.0
20200824:0710,3635.0,230.15,23.27,14.23,5.31,0.0
20200824:0810,4695.2,289.87,32.29,15.12,5.72,0.0
20200824:0910,5837.2,357.3,40.34,15.97,5.66,0.0
20200824:1010,9090.6,551.15,46.59,16.61,5.72,0.0
20200824:1110,8278.2,505.27,50.03,17.58,5.79,0.0
20200824:1210,7598.8,466.52,49.84,18.34,5.66,0.0
20200824:1310,9168.4,562.23,46.08,18.47,5.1,0.0
20200824:1410,11210.6,689.62,39.6,18.7,4.69,0.0
20200824:1510,1284.8,94.34,31.43,18.54,4.14,0.0
20200824:1610,2850.6,189.79,22.34,18.49,3.86,0.0
20200824:1710,1255.6,105.18,12.89,17.12,3.79,0.0
20200824:1810,80.2,14.11,3.5,15.71,3.52,0.0
20200824:1910,0.0,0.0,0.0,14.67,3.03,0.0
20200824:2010,0.0,0.0,0.0,14.24,2.83,0.0
20200824:2110,0.0,0.0,0.0,14.05,2.55,0.0
20200824:2210,0.0,0.0,0.0,13.66,2.62,0.0
20200824:2310,0.0,0.0,0.0,13.38,2.69,0.0
20200825:0010,0.0,0.0,0.0,13.11,2.62,0.0
20200825:0110,0.0,0.0,0.0,13.01,2.48,0.0
20200825:0210,0.0,0.0,0.0,13.14,2.41,0.0
20200825:0310,0.0,0.0,0.0,13.03,2.41,0.0
20200825:0410,0.0,0.0,0.0,12.96,2.62,0.0
20200825:0510,0.0,4.15,4.2,13.19,2.83,0.0
20200825:0610,348.6,34.14,13.62,13.96,3.03,0.0
20200825:0710,2184.8,146.42,23.05,14.99,3.03,0.0
20200825:0810,7157.6,436.89,32.06,15.84,3.59,0.0
20200825:0910,3004.8,195.2,40.08,16.89,4.21,0.0
20200825:1010,5750.8,356.71,46.29,18.34,5.59,0.0
20200825:1110,3421.6,220.72,49.7,18.4,5.31,0.0
20200825:1210,2827.2,185.99,49.49,18.64,5.31,0.0
20200825:1310,2034.2,139.27,45.73,18.83,5.45,0.0
20200825:1410,2865.2,188.73,39.27,19.22,4.9,0.0
20200825:1510,1071.6,81.76,31.11,20.15,5.72,0.0
20200825:1610,1028.0,79.07,22.03,20.15,5.79,0.0
20200825:1710,1055.0,84.82,12.58,20.94,5.93,0.0
20200825:1810,59.6,12.45,3.19,21.3,6.21,0.0
20200825:1910,0.0,0.0,0.0,21.63,5.59,0.0
20200825:2010,0.0,0.0,0.0,21.21,5.72,0.0
